Gogmagog,A muscular humanoid giant from the island of Alboin (ancient name for Britain) 14ft tall. This monster's kind is said to have descended from demons. Hideous and repulsive draped in animal skins with the strength of 20 men.,Celtic,Europe,#,,,
Golem,Humanoid servant usually used for defense created from mud or clay.,Israel,Middle East,#,,,
Gorgon,A winged woman with snake hair large teeth and horns. Some myths describe a snake body. She eats humans.,Greek,Europe,https://www.deviantart.com/eddy-shinjuku/art/GORGON-BRIDE-EURYALE-Book-Cover-Commission-795430916,,,
Grendel,Ogre-like creature that has no nose and is three times as big as a person.,Scandinavia,Europe,#,,,
Grootslang,Giant elephant-snake lives in caves.,South African,Africa,#,,,
Gumiho,Nine-tailed fox that transforms into a beautiful woman to entice and consume men's livers.,Korean,Asia Pacific,#,,,
Gytrash,A creature that appears as a black dog mule or horse with fiery red eyes. Known as 'Padfoot'.,England,Europe,#,,,
Hamadriad,Supernatural creatures that live in trees in Greek mythology. They can transform parts of their tree and have a special relationship with it.,Greek,Europe,#,,,
Harpies,Winged creatures with the body of an eagle and the head of a woman. They steal dead bodies spreading stench and poisoning food into villages. They are another type of siren.,Greek,Europe,#,,,
Hauravatat,Wholeness and health,Achaemenid Empire,Middle East,#,,,
Herne the Hunter,A chain-rattling antler-wearing horseback-riding cloaked hunter who haunts Herne's tree and terrorizes people and animals that stray too close.,England,Europe,#,,,
Honey Island Swamp,7ft tall grey-haired glowing-eyed creature,Louisiana,North America,#,,,
Huggin Molly,Non-dangerous specter hugs kids and screams into their ear to protect them from harm. Got murdered at night.,Alabama,North America,https://www.google.com/imgres?imgurl=http%3A%2F%2Fpm1.narvii.com%2F7473%2F2cb3dbca6ad90f4df08548729485af0ae94309cbr1-900-525v2_00.jpg&imgrefurl=https%3A%2F%2Faminoapps.com%2Fc%2Furban-legends-cryptids%2Fpage%2Fitem%2Fhuggin-molly%2F3Kno_PwsDI0xGEK80BgnlrozB3Eo8LknwG&tbnid=6FJ_nyLYKNScwM&vet=12ahUKEwijrPPczLL3AhXMLTQIHS-ZDE8QMygBegUIARCLAQ..i&docid=myJos9DQg8ihiM&w=512&h=298&q=huggin%20molly%20&hl=en&ved=2ahUKEwijrPPczLL3AhXMLTQIHS-ZDE8QMygBegUIARCLAQ,,,
Huli Jing,Fox spirit that can take many shapes and possesses various powers. Its nature (good or bad) depends on its form.,China,Asia Pacific,#,,,
Huma Bird,Invisible never touches the ground if you see its shadow you will be happy for the rest of your days (major serotonin rush in the book only for a short time). If you kill the bird you will die in 40 days.,Iranian,Middle East,#,,,
Ifrits Jinn,Gigantic and winged Jinn. Like to live in ruins or mud. Usually evil.,Middle East,Middle East,#,,,
Ijiraq,Preys on small children shapeshifter can turn invisible. Home has a glamour that confuses passersby. Listen closely a human-like whistle is made by the creature.,Inuit,North America,#,,,
Inkanyambo,Giant winged eel swims in storms big appetite (eats humans).,South African,Africa,#,,,
Ittan-Momen,Sentient flying cotton roll that suffocates people.,Japan,Asia Pacific,#,,,
Jann Jinn,Take form of sandstorms and white camels. Less evil and reveal oasis to travelers. Live in the desert.,Middle East,Middle East,#,,,
Jersey Devil,Flying hoofed biped blood-curdling scream unwanted 13th child of a witch,New Jersey,North America,#,,,
Jininki,Zombie with glowing eyes afflicted by rigor mortis  hops around with outstretched arms. Cursed due to greed in life.,Japan,Asia Pacific,#,,,
Jinn,Spirits of immense power that can take the shape of anything. They can inhabit anything as well and can turn invisible.,Middle East,Middle East,#,,,
Jorogumo,Spider-centaur-like creature that transforms into a beautiful lady to lure men to their deaths. Created by spiders living for a thousand years.,Japan,Asia Pacific,#,,,
Jotuns,Giants of Norse Mythos extremely knowledgeable and cunning Can use glamour to an extreme extent.,Scandinavian,Europe,#,,,
Kallikantzaroi,Monstrous little men who want to be evil but fail. They try to cut down the Tree of Life (which holds up the world) but fail. During the winter solstice they come up from the underworld and wreak havoc on human homes and villages.,Greek,Europe,#,,,
Kamaitachi,Sickle-limbed weasel that can cut off limbs in the blink of an eye.,Japan,Asia Pacific,#,,,
Karakasa-obake,Walking sentient umbrella with two clawed hands; one leg;  one foot;  a long tongue and one eye. Friendly in nature.,Japan,Asia Pacific,#,,,
Karkadaan,Horn like a unicorn (basically a bigger Rhino) lives in the grassy plains of Persia subdued by virgins and attacks other animals. (Loosely based off of Rhino). Horn became medical properties.,Achaemenid Empire,Middle East,#,,,
Kasha,Cat humanoid yokai that eats corpses and appears during stormy weather accompanied by fire and lightning. Carries the wicked to Hell.,Japan,Asia Pacific,#,,,
Khashathra Vairya,Power and just rule,Achaemenid Empire,Middle East,#,,,
Kikimora,Female house spirit. Makes creepy noises e.g. mice in walls causes sleep paralysis.,Slavic,Europe,#,,,
Kirit,Mixture of a hyena baboon and bear. Ferocious carnivore with large high front shoulders (4ft) sloping back nocturnal can stand on hind legs. Reddish hair long feet and known to scalp people.,Kenya,Africa,#,,,
Kludde,Shapeshifting black dog that turns into a cat  snake horse  or shrub. Fast and malicious.,Belgian,Europe,#,,,
Kobold,Domestic spirits that assist with chores. However if angered they will prank you by hiding things knocking people down etc.,German,Europe,#,,,
Kogukhpak,Tusks of mammoth bulbous legs like frogs. Sun kills them so they have to live underground most of the year. Some foolish ones stay out and that's where the mammoth carcasses come from.,Yupik,North America,#,,,
Koschei,An evil sorcerer that turns himself into a lich a creature that is caused by putting the soul into another object. If you find his heart and destroy it he dies.,Slavic,Europe,#,,,
Kraken,Giant squid sea creatures scatter and shadow takes up portion of the sea.,Norway,Europe,#,,,
Krampus,Son of Hel Norse goddess of the underworld he is the reverse Santa Claus. He kills and kidnaps naughty children. Usually beats them with a stick.,Slavic,Europe,#,,,
La Ciguapa,Enchanting women with backward feet that lure men into the woods,Dominican Republic,North America,https://www.deviantart.com/saxtorphart/art/La-Ciguapa-796559168,,,
La Gegua,Horse skull-headed woman. Shape-shifts into a beautiful girl to lure men with her charm then tells them something that drives them crazy.,Nicaragua,South America,#,,,
La Guita Xica,Green dragon mixed with a mule  protective of Catalonia.,Catalonia,Europe,#,,,
La Luz Mala,Glowing apparition in the form of a ball that leads mortals to their death ghost of a soul in pain after death always found where they died.,Argentina,South America,https://www.artstation.com/artwork/Kr0rd4,,,
La Mano Peluda,Hand of dead inquisitional victim that takes children away if they leave bed,Mexico,North America,#,,,
La Pisadeira,Eat too much fall asleep = sleep paralysis created by a red-eyed lady who sits on your chest and stares into your eyes creepily.,Brazil,South America,https://designinglife.biz/old-hag-pisadeira-brazil-legend/,,,
Lake North,Part man part goat 'Pope Lick?',Texas,North America,#,,,
Lamia,A demon with a serpent body who never sleeps. She despises mothers and children.,Greek,Europe,https://www.deviantart.com/secretadmires/art/Lamia-The-Murderer-561645608,,,
Lausks,Winter spirit old man dressed in warm animal fur coat. Using ice axe tests structure integrity of home (attempts to break home).,Latvia,Europe,#,,,
Laylaps,A dog that never loses its hunt. It chases Temessian for all eternity in the stars.,Greek,Europe,https://www.pinterest.com/pin/454089574908431520/,,,
Leprechaun,Little men who are shoe cobblers and hide mounds of gold to keep it safe from travelers. Like all fay if you catch the creature it has to give you a wish.,Irish,Europe,#,,,
Leshy,Shapeshifter (animals plants) protects forests controls forests {old god?}.,Slavic,Europe,#,,,
Lilith,Female demon that steals children.,Babylonia,Middle East,#,,,
Lou Carcolh,A serpentine mollusk that lives underground and eats victims whole.,France,Europe,https://www.deviantart.com/evolutionsvoid/art/Lou-Carcolh-718614916,,,
Loveland Frogman,3ft tall frogs that walk on two legs,Ohio,North America,#,,,
Ludwig,Vampiric dwarf preys on drunk and high dwellers,New York,North America,#,,,
Lycan,A human king transformed into a wolf-human hybrid (he does not change back into human form) after feeding his son to the gods. He is the first werewolf.,Greek,Europe,https://www.deviantart.com/remle012/art/The-Renegade-Lycan-512682138,,,
Mahaha,Gaunt extremely strong ice-blue skin skin so tight around bodies it looks like bones are showing head hung low sullen eyes peer at its victims. Stringy hair falls from the face always smiling and giggling. Long fingernails resembling knives. Tickles its victims.,Inuit,North America,#,,,
Manananggal,Winged monster with a long tongue and dangling intestines. Drinks blood and eats human organs.,Philippines,Asia Pacific,#,,,
Maria Makiling,Diwanta who fell in love with a human hunter. Guardian spirit of a mountain.,Philippines,Asia Pacific,#,,,
Marid Jinn,Proud and arrogant they are considered the most dangerous type of Jinn. Favored troops of Ilbis.,Middle East,Middle East,#,,,
Melon Heads,Small humanoid bulbous-headed creatures mutated due to cannibalism,Connecticut,North America,https://images-wixmp-ed30a86b8c4ca887773594c2.wixmp.com/f/82995df2-7f3f-49cf-be85-3ade61a6ba4f/d6dd8bt-33970fd8-329a-4381-a1b4-6a99e5b77910.jpg?token=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJ1cm46YXBwOjdlMGQxODg5ODIyNjQzNzNhNWYwZDQxNWVhMGQyNmUwIiwiaXNzIjoidXJuOmFwcDo3ZTBkMTg4OTgyMjY0MzczYTVmMGQ0MTVlYTBkMjZlMCIsIm9iaiI6W1t7InBhdGgiOiJcL2ZcLzgyOTk1ZGYyLTdmM2YtNDljZi1iZTg1LTNhZGU2MWE2YmE0ZlwvZDZkZDhidC0zMzk3MGZkOC0zMjlhLTQzODEtYTFiNC02YTk5ZTViNzc5MTAuanBnIn1dXSwiYXVkIjpbInVybjpzZXJ2aWNlOmZpbGUuZG93bmxvYWQiXX0.bcBTXcsB-M88Ru_Ny9q12gTaiGX02YDA3Ra54p5Bvlc,,,
Menehurle,Little people craft temples and roads.,Hawaii,North America,#,,,
Menhune,Small stature people who lived in Hawaii before settlers arrived from Polynesia.,Hawaii,North America,#,,,
Mermaid,Half human Half fish beautiful and romantic (Irish mermaids can transform into humans) also can bring disaster and foretell disaster. (Like people some good some not so good).,Babylonia,Middle East,#,,,
Miniwashitu,One-eyed one-horned goat-legged hairy spiked back can cause madness blindness and death,South Dakota,North America,#,,,
Mistletoe Bough,A chest that shuts on a wife and traps her. Her soul wanders wherever the chest goes.,England,Europe,#,,,
Mogollon,Bigfoot of Arizona eats food at camps and throws rocks at its victims to defend itself,Arizona,North America,https://www.theceshop.com/agent-essentials/blog/housing-arizonas-menace-the-mogollon-monster,,,
Moon People,Highly advanced scientific race that lives on the moon.,Japan,Asia Pacific,#,,,
Myling,Soul of an unbaptized child. Child grows heavier until too heavy to pick up. Then kills you for your inability to take them to their grave.,Scandinavia,Europe,#,,,
Naga,Serpentine creature residing in water bodies  capable of controlling weather and assuming human form.,India,Asia Pacific,#,,,
Nain Rouge,Red-headed dwarf with tail bad luck your way,Michigan,North America,#,,,
Nalusa Falayu,Long black shadow being that melts into shadows and slides on its stomach like a snake kills. (Slenderman?),Choctaw,North America,https://www.deviantart.com/rocueto/art/Nalusa-Falaya-540184396,,,
Neffulem,An uncontrollable giant 40ft tall.,Enoch,Europe,https://www.artstation.com/artwork/NxPk81,,,
Nephilim,A race of giants created from the offspring of fallen angels (Watchers) and mortal women. They are extremely angry and cannibalistic.,Enoch,Europe,#,,,
Nian Shov,Giant beast with immortality that eats humans if traditions aren't kept. Body of a bull head of a lion. Appears only on the Chinese New Year but can be scared off by loud noises and fire.,China,Asia Pacific,https://www.thatsqingdao.com/China-new-year-history-legend-nian/,,,
Nightmarcher,Ghosts of ancient Hawaiian warriors Nights of Kane Ku Lono Akua or Kaba,Hawaii,North America,#,,,
Ningen,Enormous white sea creature eerily resembling a person.,Japan,Asia Pacific,#,,,
Nuckelavee,Upper body of a man fused with a horse. No skin only muscle and bone. Hates freshwater.,Celtic,Europe,https://debatesjungle.fandom.com/wiki/Nuckelavee_(Mythology),,,
Nuppeppo,Wrinkly blob of meat with a repulsive odor. If eaten  grants eternal youth.,Japan,Asia Pacific,#,,,
Ogopogo,Water serpent with seemingly affable flippers along its flank and ominous horns atop its head. Malicious and hunts creatures (even humans) and eats them.,Native American,North America,#,,,
Oni,Wicked people transformed into demons with red or blue skin and tusks.,Japan,Asia Pacific,#,,,
Ozark Howler,Size of a bear?,Southern United States,North America,#,,,
Pal-Rai-Yuk,Giant sea monster that is snake-like with a head protruding from the water almost 3 meters. Thick fur six legs three dorsal fins and two heads. Each head has a long slimy tongue. Eats victims off the dock summons taps on the bottom of wooden piers. Can swim through snow.,Inuit,North America,#,,,
Patasola,Hunts male loggers or hunters. Vampiric eats and skins victims.,South America,South America,#,,,
